transaction_id,time,amount,customer_id,is_abnormal,reason,transaction_count_last_1_days,rolling_history
886,2025-01-07 21:00:00,7048,16629,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[1975, ""2024-12-02 02:00:00""], [6151, ""2024-12-02 06:00:00""], [5960, ""2024-12-02 08:00:00""], [2458, ""2024-12-02 14:00:00""], [933, ""2024-12-02 15:00:00""], [6144, ""2024-12-02 15:00:00""], [6906, ""2024-12-02 16:00:00""], [4923, ""2024-12-02 18:00:00""], [8560, ""2024-12-02 21:00:00""], [2889, ""2024-12-02 21:00:00""], [5886, ""2024-12-02 22:00:00""], [5327, ""2024-12-02 23:00:00""], [4504, ""2024-12-02 23:00:00""], [7604, ""2024-12-02 23:00:00""], [7048, ""2025-01-07 21:00:00""]]"
887,2025-01-07 22:00:00,4307,18370,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[7111, ""2024-12-02 01:00:00""], [8099, ""2024-12-02 03:00:00""], [475, ""2024-12-02 08:00:00""], [2076, ""2024-12-02 16:00:00""], [3107, ""2024-12-02 18:00:00""], [8845, ""2024-12-02 20:00:00""], [7865, ""2024-12-02 20:00:00""], [9097, ""2024-12-02 20:00:00""], [1543, ""2024-12-02 23:00:00""], [4307, ""2025-01-07 22:00:00""]]"
888,2025-01-07 23:00:00,4929,10025,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[365, ""2024-12-02 01:00:00""], [4459, ""2024-12-02 04:00:00""], [4941, ""2024-12-02 04:00:00""], [7092, ""2024-12-02 06:00:00""], [3198, ""2024-12-02 06:00:00""], [2819, ""2024-12-02 08:00:00""], [156, ""2024-12-02 09:00:00""], [5518, ""2024-12-02 09:00:00""], [917, ""2024-12-02 10:00:00""], [9369, ""2024-12-02 11:00:00""], [5902, ""2024-12-02 12:00:00""], [6182, ""2024-12-02 12:00:00""], [1426, ""2024-12-02 15:00:00""], [7978, ""2024-12-02 18:00:00""], [3518, ""2024-12-02 19:00:00""], [4071, ""2024-12-02 19:00:00""], [3866, ""2024-12-02 19:00:00""], [1300, ""2024-12-02 20:00:00""], [2975, ""2024-12-02 23:00:00""], [4929, ""2025-01-07 23:00:00""]]"
889,2025-01-08 00:00:00,9603,14136,1,Số tiền giao dịch lớn.,1,"[[9603, ""2025-01-08 00:00:00""]]"
890,2025-01-08 01:00:00,2521,14585,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,20,"[[7749, ""2024-12-02 01:00:00""], [7612, ""2024-12-02 02:00:00""], [336, ""2024-12-02 03:00:00""], [1570, ""2024-12-02 05:00:00""], [6363, ""2024-12-02 05:00:00""], [9042, ""2024-12-02 07:00:00""], [5787, ""2024-12-02 08:00:00""], [2703, ""2024-12-02 10:00:00""], [9026, ""2024-12-02 10:00:00""], [9128, ""2024-12-02 10:00:00""], [3044, ""2024-12-02 11:00:00""], [231, ""2024-12-02 12:00:00""], [538, ""2024-12-02 16:00:00""], [8401, ""2024-12-02 17:00:00""], [3071, ""2024-12-02 17:00:00""], [9005, ""2024-12-02 18:00:00""], [5826, ""2024-12-02 20:00:00""], [1892, ""2024-12-02 21:00:00""], [8245, ""2024-12-02 23:00:00""], [2521, ""2025-01-08 01:00:00""]]"
891,2025-01-08 02:00:00,9431,12909,1,Số tiền giao dịch lớn.,5,"[[2867, ""2024-12-02 09:00:00""], [2546, ""2024-12-02 11:00:00""], [2458, ""2024-12-02 21:00:00""], [5349, ""2024-12-02 23:00:00""], [9431, ""2025-01-08 02:00:00""]]"
892,2025-01-08 03:00:00,484,18770,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,7,"[[9612, ""2024-12-02 05:00:00""], [2266, ""2024-12-02 06:00:00""], [4859, ""2024-12-02 10:00:00""], [8067, ""2024-12-02 17:00:00""], [8436, ""2025-01-07 01:00:00""], [484, ""2025-01-08 03:00:00""]]"
893,2025-01-08 04:00:00,7356,12666,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya. Liên tục 7 giao dịch trong thời gian ngắn.,15,"[[7816, ""2024-12-02 02:00:00""], [7770, ""2024-12-02 04:00:00""], [3736, ""2024-12-02 04:00:00""], [8192, ""2024-12-02 06:00:00""], [1357, ""2024-12-02 06:00:00""], [3959, ""2024-12-02 08:00:00""], [4916, ""2024-12-02 14:00:00""], [1052, ""2024-12-02 17:00:00""], [6503, ""2024-12-02 17:00:00""], [9795, ""2024-12-02 19:00:00""], [2341, ""2024-12-02 19:00:00""], [81, ""2024-12-02 19:00:00""], [1692, ""2024-12-02 22:00:00""], [8688, ""2024-12-02 22:00:00""], [7356, ""2025-01-08 04:00:00""]]"
894,2025-01-08 05:00:00,5049,17001,0,,5,"[[1622, ""2024-12-02 13:00:00""], [9622, ""2024-12-02 15:00:00""], [9748, ""2024-12-02 18:00:00""], [3977, ""2024-12-02 22:00:00""], [5049, ""2025-01-08 05:00:00""]]"
895,2025-01-08 06:00:00,3380,16413,0,,1,"[[3380, ""2025-01-08 06:00:00""]]"
896,2025-01-08 07:00:00,508,16093,0,,1,"[[508, ""2025-01-08 07:00:00""]]"
897,2025-01-08 08:00:00,904,18782,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[3784, ""2024-12-02 02:00:00""], [1218, ""2024-12-02 02:00:00""], [6299, ""2024-12-02 03:00:00""], [598, ""2024-12-02 04:00:00""], [5088, ""2024-12-02 07:00:00""], [2603, ""2024-12-02 10:00:00""], [9476, ""2024-12-02 12:00:00""], [8157, ""2024-12-02 13:00:00""], [4088, ""2024-12-02 15:00:00""], [6318, ""2024-12-02 16:00:00""], [5257, ""2024-12-02 16:00:00""], [263, ""2024-12-02 17:00:00""], [6942, ""2024-12-02 19:00:00""], [4549, ""2024-12-02 21:00:00""], [6138, ""2024-12-02 21:00:00""], [2229, ""2024-12-02 21:00:00""], [1796, ""2024-12-02 21:00:00""], [2083, ""2024-12-02 22:00:00""], [4045, ""2024-12-02 23:00:00""], [904, ""2025-01-08 08:00:00""]]"
898,2025-01-08 09:00:00,3778,17798,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[7819, ""2024-12-02 01:00:00""], [2553, ""2024-12-02 02:00:00""], [6231, ""2024-12-02 02:00:00""], [4324, ""2024-12-02 10:00:00""], [1985, ""2024-12-02 15:00:00""], [3958, ""2024-12-02 15:00:00""], [435, ""2024-12-02 17:00:00""], [7559, ""2024-12-02 20:00:00""], [9217, ""2024-12-02 20:00:00""], [3778, ""2025-01-08 09:00:00""]]"
899,2025-01-08 10:00:00,3147,16980,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5943, ""2024-12-02 01:00:00""], [5643, ""2024-12-02 01:00:00""], [3141, ""2024-12-02 02:00:00""], [2803, ""2024-12-02 02:00:00""], [1915, ""2024-12-02 09:00:00""], [9200, ""2024-12-02 10:00:00""], [9088, ""2024-12-02 14:00:00""], [3883, ""2024-12-02 15:00:00""], [2185, ""2024-12-02 20:00:00""], [3147, ""2025-01-08 10:00:00""]]"
900,2025-01-08 11:00:00,780,17302,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,22,"[[9484, ""2024-12-02 01:00:00""], [7744, ""2024-12-02 02:00:00""], [5481, ""2024-12-02 02:00:00""], [8373, ""2024-12-02 02:00:00""], [8534, ""2024-12-02 03:00:00""], [6540, ""2024-12-02 04:00:00""], [4973, ""2024-12-02 04:00:00""], [2171, ""2024-12-02 05:00:00""], [4125, ""2024-12-02 05:00:00""], [8102, ""2024-12-02 09:00:00""], [8913, ""2024-12-02 12:00:00""], [288, ""2024-12-02 13:00:00""], [2206, ""2024-12-02 14:00:00""], [5037, ""2024-12-02 15:00:00""], [7570, ""2024-12-02 18:00:00""], [390, ""2024-12-02 23:00:00""], [8974, ""2024-12-02 23:00:00""], [8403, ""2024-12-02 23:00:00""], [2545, ""2024-12-02 23:00:00""], [3452, ""2024-12-24 03:00:00""], [780, ""2025-01-08 11:00:00""]]"
901,2025-01-08 12:00:00,8593,15628,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[6326, ""2024-12-02 04:00:00""], [2973, ""2024-12-02 06:00:00""], [7705, ""2024-12-02 06:00:00""], [3743, ""2024-12-02 06:00:00""], [4345, ""2024-12-02 07:00:00""], [3199, ""2024-12-02 08:00:00""], [1563, ""2024-12-02 11:00:00""], [1430, ""2024-12-02 11:00:00""], [7093, ""2024-12-02 15:00:00""], [8389, ""2024-12-02 15:00:00""], [308, ""2024-12-02 17:00:00""], [8875, ""2024-12-02 19:00:00""], [9800, ""2024-12-02 20:00:00""], [4867, ""2024-12-02 21:00:00""], [2562, ""2024-12-02 21:00:00""], [2564, ""2024-12-02 22:00:00""], [961, ""2024-12-02 22:00:00""], [3738, ""2024-12-02 23:00:00""], [6308, ""2024-12-02 23:00:00""], [8593, ""2025-01-08 12:00:00""]]"
902,2025-01-08 13:00:00,8497,17879,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[1661, ""2024-12-02 03:00:00""], [8099, ""2024-12-02 04:00:00""], [8427, ""2024-12-02 05:00:00""], [6367, ""2024-12-02 12:00:00""], [2567, ""2024-12-02 13:00:00""], [3263, ""2024-12-02 16:00:00""], [1341, ""2024-12-02 18:00:00""], [4526, ""2024-12-02 19:00:00""], [3383, ""2024-12-02 19:00:00""], [8497, ""2025-01-08 13:00:00""]]"
903,2025-01-08 14:00:00,2007,15544,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[4440, ""2024-12-02 02:00:00""], [4952, ""2024-12-02 11:00:00""], [7629, ""2024-12-02 18:00:00""], [6102, ""2024-12-02 21:00:00""], [2007, ""2025-01-08 14:00:00""]]"
904,2025-01-08 15:00:00,1736,19710,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4298, ""2024-12-02 01:00:00""], [6224, ""2024-12-02 02:00:00""], [4854, ""2024-12-02 02:00:00""], [5843, ""2024-12-02 04:00:00""], [6496, ""2024-12-02 06:00:00""], [3424, ""2024-12-02 08:00:00""], [3136, ""2024-12-02 10:00:00""], [8341, ""2024-12-02 11:00:00""], [9045, ""2024-12-02 12:00:00""], [1736, ""2025-01-08 15:00:00""]]"
905,2025-01-08 16:00:00,7097,13167,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[877, ""2024-12-02 01:00:00""], [64, ""2024-12-02 01:00:00""], [7620, ""2024-12-02 01:00:00""], [7291, ""2024-12-02 03:00:00""], [939, ""2024-12-02 04:00:00""], [6164, ""2024-12-02 06:00:00""], [9644, ""2024-12-02 06:00:00""], [3105, ""2024-12-02 07:00:00""], [7443, ""2024-12-02 07:00:00""], [579, ""2024-12-02 07:00:00""], [5151, ""2024-12-02 12:00:00""], [6380, ""2024-12-02 12:00:00""], [612, ""2024-12-02 13:00:00""], [2919, ""2024-12-02 17:00:00""], [8819, ""2024-12-02 17:00:00""], [9934, ""2024-12-02 20:00:00""], [2844, ""2024-12-02 21:00:00""], [9862, ""2024-12-02 23:00:00""], [8928, ""2024-12-02 23:00:00""], [7097, ""2025-01-08 16:00:00""]]"
906,2025-01-08 17:00:00,8868,10769,1,Số tiền giao dịch lớn.,5,"[[1280, ""2024-12-02 16:00:00""], [563, ""2024-12-02 19:00:00""], [9182, ""2024-12-02 20:00:00""], [507, ""2024-12-02 21:00:00""], [8868, ""2025-01-08 17:00:00""]]"
907,2025-01-08 18:00:00,3266,16508,0,,5,"[[5949, ""2024-12-02 05:00:00""], [629, ""2024-12-02 06:00:00""], [2065, ""2024-12-02 13:00:00""], [4500, ""2024-12-02 19:00:00""], [3266, ""2025-01-08 18:00:00""]]"
908,2025-01-08 19:00:00,2951,18435,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[836, ""2024-12-02 02:00:00""], [285, ""2024-12-02 02:00:00""], [3478, ""2024-12-02 05:00:00""], [7864, ""2024-12-02 05:00:00""], [8691, ""2024-12-02 06:00:00""], [7074, ""2024-12-02 06:00:00""], [793, ""2024-12-02 08:00:00""], [9225, ""2024-12-02 08:00:00""], [1338, ""2024-12-02 10:00:00""], [2243, ""2024-12-02 11:00:00""], [1055, ""2024-12-02 13:00:00""], [4535, ""2024-12-02 13:00:00""], [3468, ""2024-12-02 19:00:00""], [3384, ""2024-12-02 19:00:00""], [8505, ""2024-12-02 20:00:00""], [4632, ""2024-12-02 20:00:00""], [3653, ""2024-12-02 21:00:00""], [1165, ""2024-12-02 22:00:00""], [2216, ""2024-12-02 23:00:00""], [2951, ""2025-01-08 19:00:00""]]"
909,2025-01-08 20:00:00,8534,14137,1,Số tiền giao dịch lớn.,1,"[[8534, ""2025-01-08 20:00:00""]]"
910,2025-01-08 21:00:00,2612,12994,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,20,"[[6455, ""2024-12-02 01:00:00""], [8145, ""2024-12-02 02:00:00""], [8996, ""2024-12-02 04:00:00""], [1246, ""2024-12-02 05:00:00""], [5069, ""2024-12-02 06:00:00""], [4573, ""2024-12-02 06:00:00""], [8113, ""2024-12-02 07:00:00""], [7907, ""2024-12-02 08:00:00""], [153, ""2024-12-02 09:00:00""], [7906, ""2024-12-02 12:00:00""], [6189, ""2024-12-02 12:00:00""], [9937, ""2024-12-02 16:00:00""], [6478, ""2024-12-02 17:00:00""], [7693, ""2024-12-02 18:00:00""], [9732, ""2024-12-02 19:00:00""], [8447, ""2024-12-02 21:00:00""], [332, ""2024-12-02 21:00:00""], [585, ""2024-12-02 21:00:00""], [9866, ""2024-12-02 22:00:00""], [2612, ""2025-01-08 21:00:00""]]"
911,2025-01-08 22:00:00,7591,13824,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[7810, ""2024-12-02 04:00:00""], [9431, ""2024-12-02 05:00:00""], [4966, ""2024-12-02 06:00:00""], [4682, ""2024-12-02 07:00:00""], [596, ""2024-12-02 09:00:00""], [7143, ""2024-12-02 10:00:00""], [462, ""2024-12-02 10:00:00""], [8410, ""2024-12-02 11:00:00""], [8704, ""2024-12-02 12:00:00""], [902, ""2024-12-02 12:00:00""], [3637, ""2024-12-02 15:00:00""], [8160, ""2024-12-02 17:00:00""], [3452, ""2024-12-02 17:00:00""], [843, ""2024-12-02 19:00:00""], [7591, ""2025-01-08 22:00:00""]]"
912,2025-01-08 23:00:00,7022,13459,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,20,"[[7082, ""2024-12-02 01:00:00""], [5388, ""2024-12-02 02:00:00""], [7008, ""2024-12-02 03:00:00""], [285, ""2024-12-02 03:00:00""], [5079, ""2024-12-02 04:00:00""], [8043, ""2024-12-02 06:00:00""], [3270, ""2024-12-02 07:00:00""], [7608, ""2024-12-02 08:00:00""], [1121, ""2024-12-02 09:00:00""], [1657, ""2024-12-02 10:00:00""], [1915, ""2024-12-02 12:00:00""], [7295, ""2024-12-02 14:00:00""], [775, ""2024-12-02 16:00:00""], [3711, ""2024-12-02 17:00:00""], [9396, ""2024-12-02 19:00:00""], [6153, ""2024-12-02 19:00:00""], [6681, ""2024-12-02 19:00:00""], [2901, ""2024-12-02 20:00:00""], [8684, ""2024-12-02 23:00:00""], [7022, ""2025-01-08 23:00:00""]]"
913,2025-01-09 00:00:00,9018,16355,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[6097, ""2024-12-02 01:00:00""], [2682, ""2024-12-02 02:00:00""], [7453, ""2024-12-02 05:00:00""], [2960, ""2024-12-02 07:00:00""], [4116, ""2024-12-02 07:00:00""], [9711, ""2024-12-02 07:00:00""], [6982, ""2024-12-02 10:00:00""], [5495, ""2024-12-02 11:00:00""], [1966, ""2024-12-02 12:00:00""], [5288, ""2024-12-02 13:00:00""], [7527, ""2024-12-02 14:00:00""], [3131, ""2024-12-02 15:00:00""], [7758, ""2024-12-02 15:00:00""], [3279, ""2024-12-02 15:00:00""], [5292, ""2024-12-02 15:00:00""], [8929, ""2024-12-02 15:00:00""], [9406, ""2024-12-02 21:00:00""], [5427, ""2024-12-02 23:00:00""], [3701, ""2024-12-02 23:00:00""], [9018, ""2025-01-09 00:00:00""]]"
914,2025-01-09 01:00:00,3897,19023,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[6730, ""2024-12-02 03:00:00""], [4586, ""2024-12-02 04:00:00""], [6680, ""2024-12-02 04:00:00""], [1518, ""2024-12-02 05:00:00""], [5898, ""2024-12-02 09:00:00""], [2395, ""2024-12-02 14:00:00""], [7034, ""2024-12-02 14:00:00""], [9182, ""2024-12-02 15:00:00""], [6087, ""2024-12-02 16:00:00""], [3276, ""2024-12-02 17:00:00""], [1748, ""2024-12-02 20:00:00""], [5989, ""2024-12-02 20:00:00""], [9956, ""2024-12-02 22:00:00""], [5306, ""2024-12-02 23:00:00""], [3897, ""2025-01-09 01:00:00""]]"
915,2025-01-09 02:00:00,1891,14316,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[9167, ""2024-12-02 01:00:00""], [4139, ""2024-12-02 06:00:00""], [2167, ""2024-12-02 06:00:00""], [4525, ""2024-12-02 12:00:00""], [3383, ""2024-12-02 12:00:00""], [4164, ""2024-12-02 14:00:00""], [3317, ""2024-12-02 15:00:00""], [7633, ""2024-12-02 15:00:00""], [5558, ""2024-12-02 16:00:00""], [8406, ""2024-12-02 18:00:00""], [5056, ""2024-12-02 21:00:00""], [6150, ""2024-12-02 22:00:00""], [7336, ""2024-12-02 23:00:00""], [827, ""2024-12-02 23:00:00""], [1891, ""2025-01-09 02:00:00""]]"
916,2025-01-09 03:00:00,6954,11050,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[6362, ""2024-12-02 03:00:00""], [8076, ""2024-12-02 04:00:00""], [706, ""2024-12-02 05:00:00""], [6889, ""2024-12-02 05:00:00""], [2164, ""2024-12-02 05:00:00""], [3281, ""2024-12-02 06:00:00""], [1002, ""2024-12-02 07:00:00""], [5091, ""2024-12-02 07:00:00""], [7255, ""2024-12-02 09:00:00""], [9827, ""2024-12-02 12:00:00""], [7793, ""2024-12-02 13:00:00""], [2323, ""2024-12-02 14:00:00""], [6192, ""2024-12-02 16:00:00""], [2534, ""2024-12-02 16:00:00""], [7879, ""2024-12-02 16:00:00""], [7013, ""2024-12-02 16:00:00""], [3294, ""2024-12-02 17:00:00""], [4634, ""2024-12-02 18:00:00""], [6226, ""2024-12-02 22:00:00""], [6954, ""2025-01-09 03:00:00""]]"
917,2025-01-09 04:00:00,414,10430,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,12,"[[7653, ""2024-12-02 02:00:00""], [2557, ""2024-12-02 04:00:00""], [3616, ""2024-12-02 04:00:00""], [1894, ""2024-12-02 06:00:00""], [7450, ""2024-12-02 10:00:00""], [5943, ""2024-12-02 14:00:00""], [9124, ""2024-12-02 15:00:00""], [4811, ""2024-12-02 18:00:00""], [9750, ""2024-12-02 23:00:00""], [3888, ""2024-12-31 22:00:00""], [414, ""2025-01-09 04:00:00""]]"
918,2025-01-09 05:00:00,7238,11856,1,Số tiền giao dịch lớn.,1,"[[7238, ""2025-01-09 05:00:00""]]"
919,2025-01-09 06:00:00,8812,13300,1,Số tiền giao dịch lớn.,1,"[[8812, ""2025-01-09 06:00:00""]]"
920,2025-01-09 07:00:00,2513,10656,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 10 giao dịch trong thời gian ngắn.,20,"[[2958, ""2024-12-02 02:00:00""], [9686, ""2024-12-02 06:00:00""], [9116, ""2024-12-02 08:00:00""], [2618, ""2024-12-02 08:00:00""], [3340, ""2024-12-02 08:00:00""], [3981, ""2024-12-02 11:00:00""], [7153, ""2024-12-02 11:00:00""], [1014, ""2024-12-02 11:00:00""], [5324, ""2024-12-02 11:00:00""], [7913, ""2024-12-02 11:00:00""], [9642, ""2024-12-02 14:00:00""], [4646, ""2024-12-02 16:00:00""], [6624, ""2024-12-02 17:00:00""], [4158, ""2024-12-02 17:00:00""], [1871, ""2024-12-02 17:00:00""], [4361, ""2024-12-02 18:00:00""], [9671, ""2024-12-02 21:00:00""], [2904, ""2024-12-02 23:00:00""], [8037, ""2024-12-02 23:00:00""], [2513, ""2025-01-09 07:00:00""]]"
921,2025-01-09 08:00:00,1446,15588,0,,1,"[[1446, ""2025-01-09 08:00:00""]]"
922,2025-01-09 09:00:00,4497,17509,0,,5,"[[5665, ""2024-12-02 13:00:00""], [9024, ""2024-12-02 17:00:00""], [9531, ""2024-12-02 22:00:00""], [589, ""2024-12-02 23:00:00""], [4497, ""2025-01-09 09:00:00""]]"
923,2025-01-09 10:00:00,1016,17849,0,,1,"[[1016, ""2025-01-09 10:00:00""]]"
924,2025-01-09 11:00:00,2573,12216,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[55, ""2024-12-02 01:00:00""], [4286, ""2024-12-02 01:00:00""], [87, ""2024-12-02 04:00:00""], [5629, ""2024-12-02 06:00:00""], [7254, ""2024-12-02 10:00:00""], [3671, ""2024-12-02 12:00:00""], [7234, ""2024-12-02 17:00:00""], [3770, ""2024-12-02 17:00:00""], [1285, ""2024-12-02 18:00:00""], [2573, ""2025-01-09 11:00:00""]]"
925,2025-01-09 12:00:00,1043,10222,0,,5,"[[9784, ""2024-12-02 10:00:00""], [4059, ""2024-12-02 17:00:00""], [729, ""2024-12-02 18:00:00""], [1818, ""2024-12-02 19:00:00""], [1043, ""2025-01-09 12:00:00""]]"
926,2025-01-09 13:00:00,8187,18715,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[1295, ""2024-12-02 01:00:00""], [1273, ""2024-12-02 02:00:00""], [5951, ""2024-12-02 07:00:00""], [903, ""2024-12-02 10:00:00""], [1311, ""2024-12-02 11:00:00""], [1647, ""2024-12-02 11:00:00""], [2090, ""2024-12-02 14:00:00""], [1078, ""2024-12-02 15:00:00""], [6196, ""2024-12-02 16:00:00""], [4425, ""2024-12-02 16:00:00""], [1518, ""2024-12-02 16:00:00""], [5560, ""2024-12-02 17:00:00""], [512, ""2024-12-02 18:00:00""], [2064, ""2024-12-02 20:00:00""], [6268, ""2024-12-02 20:00:00""], [2022, ""2024-12-02 21:00:00""], [657, ""2024-12-02 21:00:00""], [8134, ""2024-12-02 21:00:00""], [4513, ""2024-12-02 23:00:00""], [8187, ""2025-01-09 13:00:00""]]"
927,2025-01-09 14:00:00,8196,14932,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5037, ""2024-12-02 01:00:00""], [4846, ""2024-12-02 06:00:00""], [4747, ""2024-12-02 07:00:00""], [9455, ""2024-12-02 08:00:00""], [1505, ""2024-12-02 13:00:00""], [5858, ""2024-12-02 13:00:00""], [1375, ""2024-12-02 17:00:00""], [4700, ""2024-12-02 20:00:00""], [390, ""2024-12-02 21:00:00""], [8196, ""2025-01-09 14:00:00""]]"
928,2025-01-09 15:00:00,9373,18168,1,Số tiền giao dịch lớn.,5,"[[8870, ""2024-12-02 08:00:00""], [1894, ""2024-12-02 08:00:00""], [6686, ""2024-12-02 13:00:00""], [9502, ""2024-12-02 15:00:00""], [9373, ""2025-01-09 15:00:00""]]"
929,2025-01-09 16:00:00,1447,16934,0,,1,"[[1447, ""2025-01-09 16:00:00""]]"
930,2025-01-09 17:00:00,7024,18407,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[517, ""2024-12-02 01:00:00""], [5384, ""2024-12-02 05:00:00""], [4283, ""2024-12-02 05:00:00""], [7095, ""2024-12-02 11:00:00""], [7791, ""2024-12-02 11:00:00""], [4548, ""2024-12-02 13:00:00""], [9068, ""2024-12-02 14:00:00""], [7051, ""2024-12-02 14:00:00""], [3086, ""2024-12-02 14:00:00""], [3587, ""2024-12-02 16:00:00""], [7876, ""2024-12-02 17:00:00""], [3458, ""2024-12-02 18:00:00""], [2536, ""2024-12-02 19:00:00""], [2663, ""2024-12-02 21:00:00""], [7024, ""2025-01-09 17:00:00""]]"
931,2025-01-09 18:00:00,7403,13135,1,Số tiền giao dịch lớn.,5,"[[2502, ""2024-12-02 01:00:00""], [8946, ""2024-12-02 07:00:00""], [1209, ""2024-12-02 19:00:00""], [6672, ""2024-12-02 21:00:00""], [7403, ""2025-01-09 18:00:00""]]"
932,2025-01-09 19:00:00,4479,17892,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[7651, ""2024-12-02 01:00:00""], [663, ""2024-12-02 03:00:00""], [3330, ""2024-12-02 05:00:00""], [8128, ""2024-12-02 07:00:00""], [7662, ""2024-12-02 11:00:00""], [918, ""2024-12-02 12:00:00""], [1563, ""2024-12-02 13:00:00""], [1501, ""2024-12-02 15:00:00""], [8763, ""2024-12-02 16:00:00""], [1794, ""2024-12-02 17:00:00""], [5139, ""2024-12-02 17:00:00""], [4912, ""2024-12-02 18:00:00""], [9767, ""2024-12-02 20:00:00""], [3057, ""2024-12-02 22:00:00""], [4479, ""2025-01-09 19:00:00""]]"
933,2025-01-09 20:00:00,6718,14479,0,,1,"[[6718, ""2025-01-09 20:00:00""]]"
